Date,Cases
2020-01-22,0
2020-01-23,0
2020-01-24,2
2020-01-25,3
2020-01-26,3
2020-01-27,3
2020-01-28,4
2020-01-29,5
2020-01-30,5
2020-01-31,5
2020-02-01,6
2020-02-02,6
2020-02-03,6
2020-02-04,6
2020-02-05,6
2020-02-06,6
2020-02-07,6
2020-02-08,11
2020-02-09,11
2020-02-10,11
2020-02-11,11
2020-02-12,11
2020-02-13,11
2020-02-14,11
2020-02-15,12
2020-02-16,12
2020-02-17,12
2020-02-18,12
2020-02-19,12
2020-02-20,12
2020-02-21,12
2020-02-22,12
2020-02-23,12
2020-02-24,12
2020-02-25,14
2020-02-26,18
2020-02-27,38
2020-02-28,57
2020-02-29,100
2020-03-01,130
2020-03-02,191
2020-03-03,212
2020-03-04,288
2020-03-05,426
2020-03-06,616
2020-03-07,948
2020-03-08,1125
2020-03-09,1411
2020-03-10,1783
2020-03-11,2293
2020-03-12,2293
2020-03-13,3681
2020-03-14,4496
2020-03-15,4532
2020-03-16,6683
2020-03-17,7715
2020-03-18,9124
2020-03-19,10970
2020-03-20,12758
2020-03-21,14463
2020-03-22,16758
2020-03-23,20123
2020-03-24,22372
2020-03-25,25334
2020-03-26,29252
2020-03-27,33047
2020-03-28,37692
2020-03-29,40295
2020-03-30,44649
2020-03-31,52278
2020-04-01,57122
2020-04-02,59228
2020-04-03,64452
2020-04-04,47378
2020-04-05,48233
2020-04-06,50887
2020-04-07,47396
2020-04-08,51251
2020-04-09,55035
2020-04-10,56600
2020-04-11,58045
2020-04-12,108791
2020-04-13,111932
2020-04-14,129380
2020-04-15,132588
2020-04-16,145166
2020-04-17,147057
2020-04-18,150863
2020-04-19,151955
2020-04-20,154402
2020-04-21,157068
2020-04-22,158868
2020-04-23,157158
2020-04-24,159969
2020-04-25,161647
2020-04-26,162280
2020-04-27,165966
2020-04-28,169098
2020-04-29,167643
2020-04-30,168861
2020-05-01,169387
2020-05-02,170179
2020-05-03,170540
2020-05-04,171102
2020-05-05,172219
2020-05-06,176355
2020-05-07,177096
2020-05-08,177627
2020-05-09,178156
2020-05-10,178405
2020-05-11,178719
2020-05-12,179472
2020-05-13,179993
2020-05-14,180635
2020-05-15,181148
2020-05-16,181563
2020-05-17,181703
2020-05-18,182147
2020-05-19,182648
2020-05-20,183130
2020-05-21,183397
2020-05-22,184153
2020-05-23,184699
2020-05-24,184260
2020-05-25,184585
2020-05-26,184840
2020-05-27,185012
2020-05-28,188355
2020-05-29,188949
2020-05-30,190744
2020-05-31,190975
2020-06-01,191382
2020-06-02,190735
2020-06-03,187509
2020-06-04,191869
2020-06-05,192450
2020-06-06,193022
2020-06-07,193363
2020-06-08,193637
2020-06-09,194190
2020-06-10,194815
2020-06-11,195179
2020-06-12,195981
2020-06-13,196478
2020-06-14,196868
2020-06-15,197004
2020-06-16,197667
2020-06-17,198155
2020-06-18,198741
2020-06-19,199528
2020-06-20,200147
2020-06-21,200490
2020-06-22,200632
2020-06-23,201330
2020-06-24,201598
2020-06-25,201853
2020-06-26,203116
2020-06-27,203564
2020-06-28,203158
2020-06-29,203803
2020-06-30,204244
2020-07-01,205234
2020-07-02,205773
2020-07-03,206312
2020-07-04,206670
2020-07-05,206681
2020-07-06,207699
2020-07-07,208153
2020-07-08,208975
2020-07-09,209419
2020-07-10,210134
2020-07-11,210385
2020-07-12,210401
2020-07-13,211824
2020-07-14,211886
2020-07-15,212613
2020-07-16,213182
2020-07-17,214011
2020-07-18,214174
2020-07-19,214178
2020-07-20,216089
2020-07-21,216684
2020-07-22,217605
2020-07-23,218841
2020-07-24,219932
2020-07-25,220020
2020-07-26,220020
2020-07-27,222508
2020-07-28,223072
2020-07-29,224542
2020-07-30,225931
2020-07-31,227239
2020-08-01,227302
2020-08-02,227305
2020-08-03,230665
