Date,Cases
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,1
2020-01-26,1
2020-01-27,1
2020-01-28,1
2020-01-29,1
2020-01-30,1
2020-01-31,1
2020-02-01,1
2020-02-02,1
2020-02-03,1
2020-02-04,1
2020-02-05,1
2020-02-06,1
2020-02-07,1
2020-02-08,1
2020-02-09,1
2020-02-10,1
2020-02-11,1
2020-02-12,1
2020-02-13,1
2020-02-14,1
2020-02-15,1
2020-02-16,1
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,1
2020-02-22,1
2020-02-23,1
2020-02-24,1
2020-02-25,1
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,1
2020-03-01,1
2020-03-02,1
2020-03-03,1
2020-03-04,1
2020-03-05,1
2020-03-06,1
2020-03-07,1
2020-03-08,1
2020-03-09,1
2020-03-10,1
2020-03-11,1
2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,1
2020-03-18,1
2020-03-19,1
2020-03-20,1
2020-03-21,1
2020-03-22,1
2020-03-23,2
2020-03-24,2
2020-03-25,3
2020-03-26,3
2020-03-27,4
2020-03-28,5
2020-03-29,5
2020-03-30,5
2020-03-31,5
2020-04-01,5
2020-04-02,6
2020-04-03,6
2020-04-04,9
2020-04-05,9
2020-04-06,9
2020-04-07,9
2020-04-08,9
2020-04-09,9
2020-04-10,9
2020-04-11,9
2020-04-12,12
2020-04-13,14
2020-04-14,16
2020-04-15,16
2020-04-16,16
2020-04-17,30
2020-04-18,31
2020-04-19,31
2020-04-20,31
2020-04-21,43
2020-04-22,45
2020-04-23,48
2020-04-24,49
2020-04-25,49
2020-04-26,52
2020-04-27,52
2020-04-28,54
2020-04-29,57
2020-04-30,57
2020-05-01,59
2020-05-02,59
2020-05-03,75
2020-05-04,75
2020-05-05,82
2020-05-06,99
2020-05-07,101
2020-05-08,102
2020-05-09,110
2020-05-10,110
2020-05-11,134
2020-05-12,217
2020-05-13,250
2020-05-14,249
2020-05-15,267
2020-05-16,291
2020-05-17,295
2020-05-18,375
2020-05-19,402
2020-05-20,427
2020-05-21,457
2020-05-22,516
2020-05-23,584
2020-05-24,603
2020-05-25,682
2020-05-26,772
2020-05-27,886
2020-05-28,1042
2020-05-29,1212
2020-05-30,1401
2020-05-31,1572
2020-06-01,1811
2020-06-02,2099
2020-06-03,2300
2020-06-04,2634
2020-06-05,2912
2020-06-06,3235
2020-06-07,3448
2020-06-08,3762
2020-06-09,4086
2020-06-10,4364
2020-06-11,4614
2020-06-12,5062
2020-06-13,5335
2020-06-14,5760
2020-06-15,6211
2020-06-16,6591
2020-06-17,7177
2020-06-18,7848
2020-06-19,8274
2020-06-20,8605
2020-06-21,9026
2020-06-22,9561
2020-06-23,10099
2020-06-24,10728
2020-06-25,11162
2020-06-26,11755
2020-06-27,12309
2020-06-28,12772
2020-06-29,13248
2020-06-30,13564
2020-07-01,14046
2020-07-02,14519
2020-07-03,15259
2020-07-04,15491
2020-07-05,15784
2020-07-06,15964
2020-07-07,16168
2020-07-08,16423
2020-07-09,16531
2020-07-10,16649
2020-07-11,16719
2020-07-12,16801
2020-07-13,16945
2020-07-14,17061
2020-07-15,17177
2020-07-16,17344
2020-07-17,17445
2020-07-18,17502
2020-07-19,17658
2020-07-20,17844
2020-07-21,17994
2020-07-22,18094
2020-07-23,18241
2020-07-24,18374
2020-07-25,18483
2020-07-26,18613
2020-07-27,18752
2020-07-28,19063
2020-07-29,19273
2020-07-30,19547
2020-07-31,19771
2020-08-01,20086
2020-08-02,20332
2020-08-03,20750
2020-08-04,21009
2020-08-05,21390
2020-08-06,21750
2020-08-07,22214
2020-08-08,22592
2020-08-09,22972
2020-08-10,23310
2020-08-11,23948
2020-08-12,24432
