archive_id, title, date 
20140831, 20140831.2738100, PRO/EDR> Measles update (35)
20140823, 20140823.2716808, PRO/EDR> Measles update (34)
20140817, 20140817.2698339, PRO/EDR> Measles update (33)
20140810, 20140810.2676781, PRO/EDR> Measles update (32)
20140803, 20140803.2656138, PRO/EDR> Measles update (31)
20140727, 20140727.2638676, PRO/EDR> Measles update (30)
20140720, 20140720.2623526, PRO/EDR> Measles update (29)
20140713, 20140713.2606869, PRO/EDR> Measles update (28)
20140706, 20140706.2590806, PRO/EDR> Measles update (27)
20140629, 20140629.2572951, PRO/EDR> Measles update (26)
20140622, 20140622.2558139, PRO/EDR> Measles update (25)
20140615, 20140615.2542228, PRO/EDR> Measles update (24)
20140610, 20140610.2531041, PRO> Measles update (23): travel advice| World Cup| PAHO/WHO
20140608, 20140608.2526764, PRO/EDR> Measles update (22)
20140601, 20140601.2512342, PRO/EDR> Measles update (21)
20140525, 20140525.2497641, PRO/EDR> Measles update (20)
20140518, 20140518.2480999, PRO/EDR> Measles update (19)
20140511, 20140511.2464945, PRO/EDR> Measles update (18)
20140502, 20140502.2445202, PRO/EDR> Measles update (17)
20140422, 20140422.2420132, PRO/EDR> Measles update (16)
20140416, 20140416.2406909, PRO/EDR> Measles update (15)
20140407, 20140407.2386474, PRO/EDR> Measles update (14)
20140330, 20140330.2367378, PRO/EDR> Measles update (13)
20140323, 20140323.2350619, PRO/EDR> Measles update (12)
20140317, 20140317.2336467, PRO/EDR> Measles update (11)
20140309, 20140309.2322783, PRO/EDR> Measles update (10)
20140302, 20140302.2309758, PRO/EDR> Measles update (09)
20140223, 20140223.2293981, PRO/EDR> Measles update (08)
20140215, 20140215.2279326, PRO/EDR> Measles update (07): USA alert
20140209, 20140209.2265727, PRO/EDR> Measles update (06)
20140202, 20140202.2250141, PRO/EDR> Measles update (05)
20140126, 20140126.2232703, PRO/EDR> Measles update (04)
20140119, 20140119.2184072, PRO/EDR> Measles update (03)
20140114, 20140114.2173257, PRO/EDR> Measles update (02)
20140105, 20140105.2152976, PRO/EDR> Measles update (01)
20131231, 20131231.2145306, PRO/EDR> Measles update (52)
20131222, 20131222.2131242, PRO/EDR> Measles update (51)
20131215, 20131215.2117099, PRO/EDR> Measles update (50)
20131208, 20131208.2099518, PRO/EDR> Measles update (49)
20131201, 20131201.2085000, PRO/EDR> Measles update (48)
20131123, 20131123.2070771, PRO/EDR> Measles update (47)
20131117, 20131117.2060262, PRO/EDR> Measles update (46)
20131110, 20131110.2048069, PRO/EDR> Measles update (45)
20131103, 20131103.2036288, PRO/EDR> Measles update (44)
20131026, 20131026.2022662, PRO/EDR> Measles update (43)
20131020, 20131020.2011197, PRO/EDR> Measles update (42)
20131013, 20131013.1999869, PRO/EDR> Measles update (41)
20131006, 20131006.1986838, PRO/EDR> Measles update (40)
20130929, 20130929.1974491, PRO/EDR> Measles update (39)
20130922, 20130922.1961734, PRO/EDR> Measles update (38)
20130915, 20130915.1946115, PRO/EDR> Measles update (37)
20130909, 20130909.1933382, PRO/EDR> Measles update (36)
20130901, 20130901.1917063, PRO/EDR> Measles update (35)
20130825, 20130825.1901783, PRO/EDR> Measles update (34)
20130818, 20130818.1887355, PRO/EDR> Measles update (33)
20130810, 20130810.1874562, PRO/EDR> Measles update (32)
20130804, 20130804.1863377, PRO/EDR> Measles update (31)
20130728, 20130728.1850496, PRO/EDR> Measles update (30)
20130721, 20130721.1837169, PRO/EDR> Measles update (29)
20130714, 20130714.1824549, PRO/EDR> Measles update (28)
20130707, 20130707.1811679, PRO/EDR> Measles update (27)
20130630, 20130630.1799201, PRO/EDR> Measles update (26)
20130623, 20130623.1787968, PRO/EDR> Measles update (25)
20130616, 20130616.1776379, PRO/EDR> Measles update (24)
20130609, 20130609.1763516, PRO/EDR> Measles update (23)
20130603, 20130603.1751476, PRO/EDR> Measles update (22)
20130526, 20130526.1738201, PRO/EDR> Measles update (21)
20130519, 20130519.1723806, PRO/EDR> Measles update (20)
20130513, 20130513.1708416, PRO/EDR> Measles update (19)
20130506, 20130506.1693076, PRO/EDR> Measles update (18)
20130428, 20130428.1678554, PRO/EDR> Measles update (17)
20130421, 20130421.1662153, PRO/EDR> Measles update (16)
20130414, 20130414.1645439, PRO/EDR> Measles update (15)
20130407, 20130407.1628779, PRO/EDR> Measles update (14)
20130331, 20130331.1612641, PRO/EDR> Measles update (13)
20130324, 20130324.1601263, PRO/EDR> Measles update (12)
20130317, 20130317.1591011, PRO/EDR> Measles update (11)
20130310, 20130310.1579995, PRO/EDR> Measles update (10)
20130309, 20130309.1578837, PRO/EDR> Measles - Canada (02): (NB) ex Mexico| susp.| RFI
20130307, 20130307.1576156, PRO/EDR> Measles - Canada: (ON) ex Mexico| alert
20130303, 20130303.1568573, PRO/EDR> Measles update (09)
20130224, 20130224.1557799, PRO/EDR> Measles update (08)
20130216, 20130216.1545849, PRO/EDR> Measles update (07)
20130210, 20130210.1537694, PRO/EDR> Measles update (06)
20130203, 20130203.1527544, PRO/EDR> Measles update (05)
20130127, 20130127.1517059, PRO/EDR> Measles update (04)
20130119, 20130119.1506143, PRO/EDR> Measles update (03)
20130112, 20130112.1494531, PRO/EDR> Measles update (02)
20130106, 20130106.1484307, PRO/EDR>  Measles update (01): Africa| Asia
20121229, 20121229.1474388, PRO/EDR> Measles update 2012 (47)
20121223, 20121223.1466314, PRO/EDR> Measles update 2012 (46)
20121216, 20121216.1454696, PRO/EDR> Measles update 2012: (45)
20121209, 20121209.1444147, PRO/EDR> Measles update 2012 (44)
20121202, 20121202.1434561, PRO/EDR> Measles update 2012 (43)
20121125, 20121125.1423658, PRO/EDR> Measles update 2012 (42)
20121118, 20121118.1414640, PRO/EDR> Measles update 2012 (41)
20121111, 20121111.1404417, PRO/EDR> Measles update 2012 (40)
20121103, 20121103.1389878, PRO/EDR> Measles update 2012 (39)
20121021, 20121021.1356456, PRO/EDR> Measles update 2012 (38)
20121012, 20121012.1340219, PRO/EDR> Measles update 2012 (37)
20120929, 20120929.1315940, PRO/EDR> Measles update 2012 (36)
20120921, 20120921.1304468, PRO/EDR> Measles update 2012 (35)
20120902, 20120902.1277235, PRO/EDR> Measles update 2012 (34)
20120825, 20120825.1263340, PRO/EDR> Measles update 2012 (33)
20120812, 20120812.1240827, PRO/EDR> Measles update 2012 (32)
20120806, 20120806.1230607, PRO/EDR> Measles update 2012 (31)
20120729, 20120729.1219387, PRO/EDR> Measles update 2012 (30)
20120723, 20120723.1211739, PRO/EDR> Measles update 2012 (29)
20120715, 20120715.1202611, PRO/EDR> Measles update 2012 (28)
20120708, 20120708.1193996, PRO/EDR> Measles update 2012 (27)
20120701, 20120701.1186449, PRO/EDR> Measles update 2012 (26)
20120624, 20120624.1179133, PRO/EDR> Measles update 2012 (25)
20120616, 20120616.1170461, PRO/EDR> Measles update 2012 (24)
20120610, 20120610.1163399, PRO/EDR> Measles update 2012 (23)
20120527, 20120527.1146773, PRO/EDR> Measles update 2012 (22)
20120520, 20120520.1139063, PRO/EDR> Measles update 2012 (21)
20120513, 20120513.1131857, PRO/EDR> Measles update 2012 (20)
20120506, 20120506.1124592, PRO/EDR> Measles update 2012 (19)
20120430, 20120430.1118344, PRO/EDR> Measles update 2012 (18)
20120422, 20120422.1110279, PRO/EDR> Measles update 2012 (17)
20120415, 20120415.1101940, PRO/EDR> Measles update 2012 (16)
